dataset_seq,per_class_seq,slice_file_name,fsID,start,end,salience,fold,classID,class
361,361,195969-0-0-22.wav,195969,294.48561,298.48561,2,4,0,air_conditioner
362,362,195969-0-0-24.wav,195969,295.48561,299.48561,2,4,0,air_conditioner
363,363,195969-0-0-25.wav,195969,295.98561,299.98561,2,4,0,air_conditioner
364,364,195969-0-0-26.wav,195969,296.48561,300.48561,2,4,0,air_conditioner
365,365,195969-0-0-28.wav,195969,297.48561,301.48561,2,4,0,air_conditioner
366,366,195969-0-0-4.wav,195969,285.48561,289.48561,2,4,0,air_conditioner
367,367,195969-0-0-5.wav,195969,285.98561,289.98561,2,4,0,air_conditioner
368,368,195969-0-0-6.wav,195969,286.48561,290.48561,2,4,0,air_conditioner
369,369,195969-0-0-7.wav,195969,286.98561,290.98561,2,4,0,air_conditioner
370,370,195969-0-0-8.wav,195969,287.48561,291.48561,2,4,0,air_conditioner
371,371,195969-0-0-9.wav,195969,287.98561,291.98561,2,4,0,air_conditioner
372,372,202517-0-0-0.wav,202517,0,4,1,4,0,air_conditioner
373,373,55018-0-0-102.wav,55018,55.041583,59.041583,1,4,0,air_conditioner
374,374,55018-0-0-106.wav,55018,57.041583,61.041583,1,4,0,air_conditioner
375,375,55018-0-0-110.wav,55018,59.041583,63.041583,1,4,0,air_conditioner
376,376,55018-0-0-116.wav,55018,62.041583,66.041583,1,4,0,air_conditioner
377,377,55018-0-0-121.wav,55018,64.541583,68.541583,1,4,0,air_conditioner
378,378,55018-0-0-145.wav,55018,76.541583,80.541583,1,4,0,air_conditioner
379,379,55018-0-0-146.wav,55018,77.041583,81.041583,1,4,0,air_conditioner
380,380,55018-0-0-148.wav,55018,78.041583,82.041583,1,4,0,air_conditioner
381,381,55018-0-0-162.wav,55018,85.041583,89.041583,1,4,0,air_conditioner
382,382,55018-0-0-194.wav,55018,101.041583,105.041583,1,4,0,air_conditioner
383,383,55018-0-0-2.wav,55018,5.041583,9.041583,1,4,0,air_conditioner
384,384,55018-0-0-209.wav,55018,108.541583,112.541583,1,4,0,air_conditioner
385,385,55018-0-0-246.wav,55018,127.041583,131.041583,1,4,0,air_conditioner
386,386,55018-0-0-248.wav,55018,128.041583,132.041583,1,4,0,air_conditioner
387,387,55018-0-0-26.wav,55018,17.041583,21.041583,1,4,0,air_conditioner
388,388,55018-0-0-37.wav,55018,22.541583,26.541583,1,4,0,air_conditioner
389,389,55018-0-0-44.wav,55018,26.041583,30.041583,1,4,0,air_conditioner
390,390,55018-0-0-49.wav,55018,28.541583,32.541583,1,4,0,air_conditioner
391,391,55018-0-0-8.wav,55018,8.041583,12.041583,1,4,0,air_conditioner
392,392,55018-0-0-84.wav,55018,46.041583,50.041583,1,4,0,air_conditioner
393,393,55018-0-0-87.wav,55018,47.541583,51.541583,1,4,0,air_conditioner
394,394,55018-0-0-92.wav,55018,50.041583,54.041583,1,4,0,air_conditioner
395,395,55018-0-0-93.wav,55018,50.541583,54.541583,1,4,0,air_conditioner
396,396,62461-0-0-0.wav,62461,10.039159,14.039159,1,4,0,air_conditioner
397,397,62461-0-0-1.wav,62461,10.539159,14.539159,1,4,0,air_conditioner
398,398,62461-0-0-2.wav,62461,11.039159,15.039159,1,4,0,air_conditioner
399,399,62461-0-0-3.wav,62461,11.539159,15.539159,1,4,0,air_conditioner
400,400,100852-0-0-0.wav,100852,0,4,1,5,0,air_conditioner
401,401,100852-0-0-1.wav,100852,0.5,4.5,1,5,0,air_conditioner
402,402,100852-0-0-10.wav,100852,5,9,1,5,0,air_conditioner
403,403,100852-0-0-11.wav,100852,5.5,9.5,1,5,0,air_conditioner
404,404,100852-0-0-12.wav,100852,6,10,1,5,0,air_conditioner
405,405,100852-0-0-13.wav,100852,6.5,10.5,1,5,0,air_conditioner
406,406,100852-0-0-14.wav,100852,7,11,1,5,0,air_conditioner
407,407,100852-0-0-15.wav,100852,7.5,11.5,1,5,0,air_conditioner
408,408,100852-0-0-16.wav,100852,8,12,1,5,0,air_conditioner
409,409,100852-0-0-17.wav,100852,8.5,12.5,1,5,0,air_conditioner
410,410,100852-0-0-18.wav,100852,9,13,1,5,0,air_conditioner
411,411,100852-0-0-19.wav,100852,9.5,13.5,1,5,0,air_conditioner
412,412,100852-0-0-2.wav,100852,1,5,1,5,0,air_conditioner
413,413,100852-0-0-20.wav,100852,10,14,1,5,0,air_conditioner
414,414,100852-0-0-21.wav,100852,10.5,14.5,1,5,0,air_conditioner
415,415,100852-0-0-22.wav,100852,11,15,1,5,0,air_conditioner
416,416,100852-0-0-23.wav,100852,11.5,15.5,1,5,0,air_conditioner
417,417,100852-0-0-24.wav,100852,12,16,1,5,0,air_conditioner
418,418,100852-0-0-25.wav,100852,12.5,16.5,1,5,0,air_conditioner
419,419,100852-0-0-26.wav,100852,13,17,1,5,0,air_conditioner
420,420,100852-0-0-27.wav,100852,13.5,17.5,1,5,0,air_conditioner
421,421,100852-0-0-28.wav,100852,14,18,1,5,0,air_conditioner
422,422,100852-0-0-29.wav,100852,14.5,18.5,1,5,0,air_conditioner
423,423,100852-0-0-3.wav,100852,1.5,5.5,1,5,0,air_conditioner
424,424,100852-0-0-30.wav,100852,15,19,1,5,0,air_conditioner
425,425,100852-0-0-4.wav,100852,2,6,1,5,0,air_conditioner
426,426,100852-0-0-5.wav,100852,2.5,6.5,1,5,0,air_conditioner
427,427,100852-0-0-6.wav,100852,3,7,1,5,0,air_conditioner
428,428,100852-0-0-7.wav,100852,3.5,7.5,1,5,0,air_conditioner
429,429,100852-0-0-8.wav,100852,4,8,1,5,0,air_conditioner
430,430,100852-0-0-9.wav,100852,4.5,8.5,1,5,0,air_conditioner
431,431,121286-0-0-0.wav,121286,0,4,1,5,0,air_conditioner
432,432,121286-0-0-1.wav,121286,0.5,4.5,1,5,0,air_conditioner
433,433,121286-0-0-10.wav,121286,5,9,1,5,0,air_conditioner
434,434,121286-0-0-11.wav,121286,5.5,9.5,1,5,0,air_conditioner
435,435,121286-0-0-12.wav,121286,6,10,1,5,0,air_conditioner
436,436,121286-0-0-13.wav,121286,6.5,10.5,1,5,0,air_conditioner
437,437,121286-0-0-14.wav,121286,7,11,1,5,0,air_conditioner
438,438,121286-0-0-15.wav,121286,7.5,11.5,1,5,0,air_conditioner
439,439,121286-0-0-2.wav,121286,1,5,1,5,0,air_conditioner
440,440,121286-0-0-3.wav,121286,1.5,5.5,1,5,0,air_conditioner
441,441,121286-0-0-4.wav,121286,2,6,1,5,0,air_conditioner
442,442,121286-0-0-5.wav,121286,2.5,6.5,1,5,0,air_conditioner
443,443,121286-0-0-6.wav,121286,3,7,1,5,0,air_conditioner
444,444,121286-0-0-7.wav,121286,3.5,7.5,1,5,0,air_conditioner
445,445,121286-0-0-8.wav,121286,4,8,1,5,0,air_conditioner
446,446,121286-0-0-9.wav,121286,4.5,8.5,1,5,0,air_conditioner
447,447,170245-0-0-0.wav,170245,0,2.389546,1,5,0,air_conditioner
448,448,178686-0-0-1.wav,178686,0.5,4.5,2,5,0,air_conditioner
449,449,178686-0-0-11.wav,178686,5.5,9.5,2,5,0,air_conditioner
450,450,178686-0-0-12.wav,178686,6,10,2,5,0,air_conditioner
451,451,178686-0-0-14.wav,178686,7,11,2,5,0,air_conditioner
452,452,178686-0-0-15.wav,178686,7.5,11.5,2,5,0,air_conditioner
453,453,178686-0-0-16.wav,178686,8,12,2,5,0,air_conditioner
454,454,178686-0-0-17.wav,178686,8.5,12.5,2,5,0,air_conditioner
455,455,178686-0-0-18.wav,178686,9,13,2,5,0,air_conditioner
456,456,178686-0-0-19.wav,178686,9.5,13.5,2,5,0,air_conditioner
457,457,178686-0-0-2.wav,178686,1,5,2,5,0,air_conditioner
458,458,178686-0-0-21.wav,178686,10.5,14.5,2,5,0,air_conditioner
459,459,178686-0-0-23.wav,178686,11.5,15.5,2,5,0,air_conditioner
460,460,178686-0-0-3.wav,178686,1.5,5.5,2,5,0,air_conditioner
461,461,178686-0-0-31.wav,178686,15.5,19.5,2,5,0,air_conditioner
462,462,178686-0-0-33.wav,178686,16.5,20.5,2,5,0,air_conditioner
463,463,178686-0-0-34.wav,178686,17,21,2,5,0,air_conditioner
464,464,178686-0-0-38.wav,178686,19,23,2,5,0,air_conditioner
465,465,178686-0-0-39.wav,178686,19.5,23.5,2,5,0,air_conditioner
466,466,178686-0-0-42.wav,178686,21,25,2,5,0,air_conditioner
467,467,178686-0-0-43.wav,178686,21.5,25.5,2,5,0,air_conditioner
468,468,178686-0-0-44.wav,178686,22,26,2,5,0,air_conditioner
469,469,178686-0-0-45.wav,178686,22.5,26.5,2,5,0,air_conditioner
470,470,178686-0-0-46.wav,178686,23,27,2,5,0,air_conditioner
471,471,178686-0-0-53.wav,178686,26.5,30.5,2,5,0,air_conditioner
472,472,178686-0-0-55.wav,178686,27.5,31.5,2,5,0,air_conditioner
473,473,178686-0-0-57.wav,178686,28.5,32.5,2,5,0,air_conditioner
474,474,178686-0-0-6.wav,178686,3,7,2,5,0,air_conditioner
475,475,178686-0-0-60.wav,178686,30,34,2,5,0,air_conditioner
476,476,178686-0-0-63.wav,178686,31.5,35.5,2,5,0,air_conditioner
477,477,178686-0-0-64.wav,178686,32,36,2,5,0,air_conditioner
478,478,178686-0-0-65.wav,178686,32.5,36.5,2,5,0,air_conditioner
479,479,178686-0-0-66.wav,178686,33,37,2,5,0,air_conditioner
480,480,178686-0-0-67.wav,178686,33.5,37.5,2,5,0,air_conditioner
481,481,178686-0-0-68.wav,178686,34,38,2,5,0,air_conditioner
482,482,178686-0-0-7.wav,178686,3.5,7.5,2,5,0,air_conditioner
483,483,178686-0-0-72.wav,178686,36,40,2,5,0,air_conditioner
484,484,178686-0-0-8.wav,178686,4,8,2,5,0,air_conditioner
485,485,178686-0-0-9.wav,178686,4.5,8.5,2,5,0,air_conditioner
486,486,60846-0-0-0.wav,60846,0,4,1,5,0,air_conditioner
487,487,60846-0-0-1.wav,60846,0.5,4.5,1,5,0,air_conditioner
488,488,60846-0-0-2.wav,60846,1,5,1,5,0,air_conditioner
489,489,60846-0-0-3.wav,60846,1.5,5.5,1,5,0,air_conditioner
490,490,85569-0-0-0.wav,85569,0,4,1,5,0,air_conditioner
491,491,85569-0-0-1.wav,85569,0.5,4.5,1,5,0,air_conditioner
492,492,85569-0-0-2.wav,85569,1,5,1,5,0,air_conditioner
493,493,85569-0-0-3.wav,85569,1.5,5.5,1,5,0,air_conditioner
494,494,85569-0-0-4.wav,85569,2,6,1,5,0,air_conditioner
495,495,85569-0-0-5.wav,85569,2.5,6.5,1,5,0,air_conditioner
496,496,85569-0-0-6.wav,85569,3,7,1,5,0,air_conditioner
497,497,85569-0-0-7.wav,85569,3.5,7.5,1,5,0,air_conditioner
498,498,85569-0-0-8.wav,85569,4,8,1,5,0,air_conditioner
499,499,85569-0-0-9.wav,85569,4.5,8.5,1,5,0,air_conditioner
500,500,121285-0-0-0.wav,121285,0,4,1,6,0,air_conditioner
501,501,121285-0-0-1.wav,121285,0.5,4.5,1,6,0,air_conditioner
502,502,121285-0-0-2.wav,121285,1,5,1,6,0,air_conditioner
503,503,121285-0-0-3.wav,121285,1.5,5.5,1,6,0,air_conditioner
504,504,121285-0-0-4.wav,121285,2,6,1,6,0,air_conditioner
505,505,121285-0-0-5.wav,121285,2.5,6.5,1,6,0,air_conditioner
506,506,121285-0-0-6.wav,121285,3,7,1,6,0,air_conditioner
507,507,121285-0-0-7.wav,121285,3.5,7.5,1,6,0,air_conditioner
508,508,121285-0-0-8.wav,121285,4,8,1,6,0,air_conditioner
509,509,121285-0-0-9.wav,121285,4.5,8.5,1,6,0,air_conditioner
510,510,184805-0-0-101.wav,184805,50.5,54.5,2,6,0,air_conditioner
511,511,184805-0-0-103.wav,184805,51.5,55.5,2,6,0,air_conditioner
512,512,184805-0-0-104.wav,184805,52,56,2,6,0,air_conditioner
513,513,184805-0-0-112.wav,184805,56,60,2,6,0,air_conditioner
514,514,184805-0-0-121.wav,184805,60.5,64.5,2,6,0,air_conditioner
515,515,184805-0-0-13.wav,184805,6.5,10.5,2,6,0,air_conditioner
516,516,184805-0-0-16.wav,184805,8,12,2,6,0,air_conditioner
517,517,184805-0-0-2.wav,184805,1,5,2,6,0,air_conditioner
518,518,184805-0-0-27.wav,184805,13.5,17.5,2,6,0,air_conditioner
519,519,184805-0-0-32.wav,184805,16,20,2,6,0,air_conditioner
520,520,184805-0-0-34.wav,184805,17,21,2,6,0,air_conditioner
521,521,184805-0-0-4.wav,184805,2,6,2,6,0,air_conditioner
522,522,184805-0-0-40.wav,184805,20,24,2,6,0,air_conditioner
523,523,184805-0-0-45.wav,184805,22.5,26.5,2,6,0,air_conditioner
524,524,184805-0-0-47.wav,184805,23.5,27.5,2,6,0,air_conditioner
525,525,184805-0-0-48.wav,184805,24,28,2,6,0,air_conditioner
526,526,184805-0-0-49.wav,184805,24.5,28.5,2,6,0,air_conditioner
527,527,184805-0-0-5.wav,184805,2.5,6.5,2,6,0,air_conditioner
528,528,184805-0-0-51.wav,184805,25.5,29.5,2,6,0,air_conditioner
529,529,184805-0-0-54.wav,184805,27,31,2,6,0,air_conditioner
530,530,184805-0-0-57.wav,184805,28.5,32.5,2,6,0,air_conditioner
531,531,184805-0-0-58.wav,184805,29,33,2,6,0,air_conditioner
532,532,184805-0-0-61.wav,184805,30.5,34.5,2,6,0,air_conditioner
533,533,184805-0-0-63.wav,184805,31.5,35.5,2,6,0,air_conditioner
534,534,184805-0-0-64.wav,184805,32,36,2,6,0,air_conditioner
535,535,184805-0-0-74.wav,184805,37,41,2,6,0,air_conditioner
536,536,184805-0-0-75.wav,184805,37.5,41.5,2,6,0,air_conditioner
537,537,184805-0-0-77.wav,184805,38.5,42.5,2,6,0,air_conditioner
538,538,184805-0-0-81.wav,184805,40.5,44.5,2,6,0,air_conditioner
539,539,184805-0-0-82.wav,184805,41,45,2,6,0,air_conditioner
540,540,184805-0-0-88.wav,184805,44,48,2,6,0,air_conditioner
541,541,184805-0-0-90.wav,184805,45,49,2,6,0,air_conditioner
542,542,184805-0-0-99.wav,184805,49.5,53.5,2,6,0,air_conditioner
543,543,189986-0-0-0.wav,189986,0,4,1,6,0,air_conditioner
544,544,204240-0-0-0.wav,204240,0,4,1,6,0,air_conditioner
545,545,204240-0-0-1.wav,204240,0.5,4.5,1,6,0,air_conditioner
546,546,204240-0-0-10.wav,204240,5,9,1,6,0,air_conditioner
547,547,204240-0-0-11.wav,204240,5.5,9.5,1,6,0,air_conditioner
548,548,204240-0-0-12.wav,204240,6,10,1,6,0,air_conditioner
549,549,204240-0-0-13.wav,204240,6.5,10.5,1,6,0,air_conditioner
550,550,204240-0-0-14.wav,204240,7,11,1,6,0,air_conditioner
551,551,204240-0-0-15.wav,204240,7.5,11.5,1,6,0,air_conditioner
552,552,204240-0-0-16.wav,204240,8,12,1,6,0,air_conditioner
553,553,204240-0-0-17.wav,204240,8.5,12.5,1,6,0,air_conditioner
554,554,204240-0-0-18.wav,204240,9,13,1,6,0,air_conditioner
555,555,204240-0-0-19.wav,204240,9.5,13.5,1,6,0,air_conditioner
556,556,204240-0-0-2.wav,204240,1,5,1,6,0,air_conditioner
557,557,204240-0-0-20.wav,204240,10,14,1,6,0,air_conditioner
558,558,204240-0-0-21.wav,204240,10.5,14.5,1,6,0,air_conditioner
559,559,204240-0-0-22.wav,204240,11,15,1,6,0,air_conditioner
560,560,204240-0-0-23.wav,204240,11.5,15.5,1,6,0,air_conditioner
561,561,204240-0-0-25.wav,204240,12.5,16.5,1,6,0,air_conditioner
562,562,204240-0-0-26.wav,204240,13,17,1,6,0,air_conditioner
563,563,204240-0-0-27.wav,204240,13.5,17.5,1,6,0,air_conditioner
564,564,204240-0-0-28.wav,204240,14,18,1,6,0,air_conditioner
565,565,204240-0-0-29.wav,204240,14.5,18.5,1,6,0,air_conditioner
566,566,204240-0-0-3.wav,204240,1.5,5.5,1,6,0,air_conditioner
567,567,204240-0-0-30.wav,204240,15,19,1,6,0,air_conditioner
568,568,204240-0-0-31.wav,204240,15.5,19.5,1,6,0,air_conditioner
569,569,204240-0-0-32.wav,204240,16,20,1,6,0,air_conditioner
570,570,204240-0-0-33.wav,204240,16.5,20.5,1,6,0,air_conditioner
571,571,204240-0-0-34.wav,204240,17,21,1,6,0,air_conditioner
572,572,204240-0-0-35.wav,204240,17.5,21.5,1,6,0,air_conditioner
573,573,204240-0-0-5.wav,204240,2.5,6.5,1,6,0,air_conditioner
574,574,204240-0-0-6.wav,204240,3,7,1,6,0,air_conditioner
575,575,204240-0-0-7.wav,204240,3.5,7.5,1,6,0,air_conditioner
576,576,204240-0-0-8.wav,204240,4,8,1,6,0,air_conditioner
577,577,204240-0-0-9.wav,204240,4.5,8.5,1,6,0,air_conditioner
578,578,47160-0-0-0.wav,47160,0.056394,4.056394,1,6,0,air_conditioner
579,579,47160-0-0-1.wav,47160,0.556394,4.556394,1,6,0,air_conditioner
580,580,47160-0-0-2.wav,47160,1.056394,5.056394,1,6,0,air_conditioner
581,581,47160-0-0-3.wav,47160,1.556394,5.556394,1,6,0,air_conditioner
582,582,47160-0-0-4.wav,47160,2.056394,6.056394,1,6,0,air_conditioner
583,583,63724-0-0-0.wav,63724,0,4,2,6,0,air_conditioner
584,584,63724-0-0-1.wav,63724,0.5,4.5,2,6,0,air_conditioner
585,585,63724-0-0-10.wav,63724,5,9,2,6,0,air_conditioner
586,586,63724-0-0-11.wav,63724,5.5,9.5,2,6,0,air_conditioner
587,587,63724-0-0-12.wav,63724,6,10,2,6,0,air_conditioner
588,588,63724-0-0-13.wav,63724,6.5,10.5,2,6,0,air_conditioner
589,589,63724-0-0-14.wav,63724,7,11,2,6,0,air_conditioner
590,590,63724-0-0-15.wav,63724,7.5,11.5,2,6,0,air_conditioner
591,591,63724-0-0-16.wav,63724,8,12,2,6,0,air_conditioner
592,592,63724-0-0-2.wav,63724,1,5,2,6,0,air_conditioner
593,593,63724-0-0-3.wav,63724,1.5,5.5,2,6,0,air_conditioner
594,594,63724-0-0-4.wav,63724,2,6,2,6,0,air_conditioner
595,595,63724-0-0-5.wav,63724,2.5,6.5,2,6,0,air_conditioner
596,596,63724-0-0-6.wav,63724,3,7,2,6,0,air_conditioner
597,597,63724-0-0-7.wav,63724,3.5,7.5,2,6,0,air_conditioner
598,598,63724-0-0-8.wav,63724,4,8,2,6,0,air_conditioner
599,599,63724-0-0-9.wav,63724,4.5,8.5,2,6,0,air_conditioner
600,600,146845-0-0-0.wav,146845,0,4,1,7,0,air_conditioner
601,601,146845-0-0-1.wav,146845,0.5,4.5,1,7,0,air_conditioner
602,602,146845-0-0-10.wav,146845,5,9,1,7,0,air_conditioner
603,603,146845-0-0-11.wav,146845,5.5,9.5,1,7,0,air_conditioner
604,604,146845-0-0-12.wav,146845,6,10,1,7,0,air_conditioner
605,605,146845-0-0-13.wav,146845,6.5,10.5,1,7,0,air_conditioner
606,606,146845-0-0-14.wav,146845,7,11,1,7,0,air_conditioner
607,607,146845-0-0-15.wav,146845,7.5,11.5,1,7,0,air_conditioner
608,608,146845-0-0-16.wav,146845,8,12,1,7,0,air_conditioner
609,609,146845-0-0-17.wav,146845,8.5,12.5,1,7,0,air_conditioner
610,610,146845-0-0-18.wav,146845,9,13,1,7,0,air_conditioner
611,611,146845-0-0-19.wav,146845,9.5,13.5,1,7,0,air_conditioner
612,612,146845-0-0-2.wav,146845,1,5,1,7,0,air_conditioner
613,613,146845-0-0-20.wav,146845,10,14,1,7,0,air_conditioner
614,614,146845-0-0-21.wav,146845,10.5,14.5,1,7,0,air_conditioner
615,615,146845-0-0-22.wav,146845,11,15,1,7,0,air_conditioner
616,616,146845-0-0-24.wav,146845,12,16,1,7,0,air_conditioner
617,617,146845-0-0-25.wav,146845,12.5,16.5,1,7,0,air_conditioner
618,618,146845-0-0-26.wav,146845,13,17,1,7,0,air_conditioner
619,619,146845-0-0-27.wav,146845,13.5,17.5,1,7,0,air_conditioner
620,620,146845-0-0-3.wav,146845,1.5,5.5,1,7,0,air_conditioner
621,621,146845-0-0-30.wav,146845,15,19,1,7,0,air_conditioner
622,622,146845-0-0-31.wav,146845,15.5,19.5,1,7,0,air_conditioner
623,623,146845-0-0-32.wav,146845,16,20,1,7,0,air_conditioner
624,624,146845-0-0-33.wav,146845,16.5,20.5,1,7,0,air_conditioner
625,625,146845-0-0-35.wav,146845,17.5,21.5,1,7,0,air_conditioner
626,626,146845-0-0-36.wav,146845,18,22,1,7,0,air_conditioner
627,627,146845-0-0-5.wav,146845,2.5,6.5,1,7,0,air_conditioner
628,628,146845-0-0-6.wav,146845,3,7,1,7,0,air_conditioner
629,629,146845-0-0-7.wav,146845,3.5,7.5,1,7,0,air_conditioner
630,630,146845-0-0-8.wav,146845,4,8,1,7,0,air_conditioner
631,631,146845-0-0-9.wav,146845,4.5,8.5,1,7,0,air_conditioner
632,632,177729-0-0-1.wav,177729,0.5,4.5,2,7,0,air_conditioner
633,633,177729-0-0-106.wav,177729,53,57,2,7,0,air_conditioner
634,634,177729-0-0-108.wav,177729,54,58,2,7,0,air_conditioner
635,635,177729-0-0-111.wav,177729,55.5,59.5,2,7,0,air_conditioner
636,636,177729-0-0-120.wav,177729,60,64,2,7,0,air_conditioner
637,637,177729-0-0-128.wav,177729,64,68,2,7,0,air_conditioner
638,638,177729-0-0-20.wav,177729,10,14,2,7,0,air_conditioner
639,639,177729-0-0-22.wav,177729,11,15,2,7,0,air_conditioner
640,640,177729-0-0-27.wav,177729,13.5,17.5,2,7,0,air_conditioner
641,641,177729-0-0-28.wav,177729,14,18,2,7,0,air_conditioner
642,642,177729-0-0-3.wav,177729,1.5,5.5,2,7,0,air_conditioner
643,643,177729-0-0-38.wav,177729,19,23,2,7,0,air_conditioner
644,644,177729-0-0-40.wav,177729,20,24,2,7,0,air_conditioner
645,645,177729-0-0-42.wav,177729,21,25,2,7,0,air_conditioner
646,646,177729-0-0-50.wav,177729,25,29,2,7,0,air_conditioner
647,647,177729-0-0-51.wav,177729,25.5,29.5,2,7,0,air_conditioner
648,648,177729-0-0-53.wav,177729,26.5,30.5,2,7,0,air_conditioner
649,649,177729-0-0-58.wav,177729,29,33,2,7,0,air_conditioner
650,650,177729-0-0-63.wav,177729,31.5,35.5,2,7,0,air_conditioner
651,651,177729-0-0-67.wav,177729,33.5,37.5,2,7,0,air_conditioner
652,652,177729-0-0-68.wav,177729,34,38,2,7,0,air_conditioner
653,653,177729-0-0-69.wav,177729,34.5,38.5,2,7,0,air_conditioner
654,654,177729-0-0-73.wav,177729,36.5,40.5,2,7,0,air_conditioner
655,655,177729-0-0-74.wav,177729,37,41,2,7,0,air_conditioner
656,656,177729-0-0-80.wav,177729,40,44,2,7,0,air_conditioner
657,657,177729-0-0-82.wav,177729,41,45,2,7,0,air_conditioner
658,658,177729-0-0-83.wav,177729,41.5,45.5,2,7,0,air_conditioner
659,659,177729-0-0-89.wav,177729,44.5,48.5,2,7,0,air_conditioner
660,660,177729-0-0-91.wav,177729,45.5,49.5,2,7,0,air_conditioner
661,661,177729-0-0-97.wav,177729,48.5,52.5,2,7,0,air_conditioner
662,662,177729-0-0-98.wav,177729,49,53,2,7,0,air_conditioner
663,663,189981-0-0-0.wav,189981,0,4,1,7,0,air_conditioner
664,664,189981-0-0-1.wav,189981,0.5,4.5,1,7,0,air_conditioner
665,665,189981-0-0-10.wav,189981,5,9,1,7,0,air_conditioner
666,666,189981-0-0-11.wav,189981,5.5,9.5,1,7,0,air_conditioner
667,667,189981-0-0-12.wav,189981,6,10,1,7,0,air_conditioner
668,668,189981-0-0-13.wav,189981,6.5,10.5,1,7,0,air_conditioner
669,669,189981-0-0-14.wav,189981,7,11,1,7,0,air_conditioner
670,670,189981-0-0-15.wav,189981,7.5,11.5,1,7,0,air_conditioner
671,671,189981-0-0-16.wav,189981,8,12,1,7,0,air_conditioner
672,672,189981-0-0-17.wav,189981,8.5,12.5,1,7,0,air_conditioner
673,673,189981-0-0-2.wav,189981,1,5,1,7,0,air_conditioner
674,674,189981-0-0-3.wav,189981,1.5,5.5,1,7,0,air_conditioner
675,675,189981-0-0-4.wav,189981,2,6,1,7,0,air_conditioner
676,676,189981-0-0-5.wav,189981,2.5,6.5,1,7,0,air_conditioner
677,677,189981-0-0-6.wav,189981,3,7,1,7,0,air_conditioner
678,678,189981-0-0-7.wav,189981,3.5,7.5,1,7,0,air_conditioner
679,679,189981-0-0-8.wav,189981,4,8,1,7,0,air_conditioner
680,680,189981-0-0-9.wav,189981,4.5,8.5,1,7,0,air_conditioner
681,681,189987-0-0-0.wav,189987,0,4,1,7,0,air_conditioner
682,682,189987-0-0-1.wav,189987,0.5,4.5,1,7,0,air_conditioner
683,683,189987-0-0-2.wav,189987,1,5,1,7,0,air_conditioner
684,684,189987-0-0-3.wav,189987,1.5,5.5,1,7,0,air_conditioner
685,685,189987-0-0-4.wav,189987,2,6,1,7,0,air_conditioner
686,686,202516-0-0-0.wav,202516,0,4,1,7,0,air_conditioner
687,687,202516-0-0-1.wav,202516,0.5,4.5,1,7,0,air_conditioner
688,688,202516-0-0-10.wav,202516,5,9,1,7,0,air_conditioner
689,689,202516-0-0-11.wav,202516,5.5,9.5,1,7,0,air_conditioner
690,690,202516-0-0-2.wav,202516,1,5,1,7,0,air_conditioner
691,691,202516-0-0-3.wav,202516,1.5,5.5,1,7,0,air_conditioner
692,692,202516-0-0-4.wav,202516,2,6,1,7,0,air_conditioner
693,693,202516-0-0-5.wav,202516,2.5,6.5,1,7,0,air_conditioner
694,694,202516-0-0-6.wav,202516,3,7,1,7,0,air_conditioner
695,695,202516-0-0-7.wav,202516,3.5,7.5,1,7,0,air_conditioner
696,696,202516-0-0-8.wav,202516,4,8,1,7,0,air_conditioner
697,697,202516-0-0-9.wav,202516,4.5,8.5,1,7,0,air_conditioner
698,698,35382-0-0-0.wav,35382,0.997525,4.997525,1,7,0,air_conditioner
699,699,35382-0-0-1.wav,35382,1.497525,5.497525,1,7,0,air_conditioner
700,700,162103-0-0-0.wav,162103,0,4,1,8,0,air_conditioner
701,701,162103-0-0-1.wav,162103,0.5,4.5,1,8,0,air_conditioner
702,702,162103-0-0-10.wav,162103,5,9,1,8,0,air_conditioner
703,703,162103-0-0-11.wav,162103,5.5,9.5,1,8,0,air_conditioner
704,704,162103-0-0-12.wav,162103,6,10,1,8,0,air_conditioner
705,705,162103-0-0-13.wav,162103,6.5,10.5,1,8,0,air_conditioner
706,706,162103-0-0-14.wav,162103,7,11,1,8,0,air_conditioner
707,707,162103-0-0-15.wav,162103,7.5,11.5,1,8,0,air_conditioner
708,708,162103-0-0-16.wav,162103,8,12,1,8,0,air_conditioner
709,709,162103-0-0-17.wav,162103,8.5,12.5,1,8,0,air_conditioner
710,710,162103-0-0-2.wav,162103,1,5,1,8,0,air_conditioner
711,711,162103-0-0-3.wav,162103,1.5,5.5,1,8,0,air_conditioner
712,712,162103-0-0-4.wav,162103,2,6,1,8,0,air_conditioner
713,713,162103-0-0-5.wav,162103,2.5,6.5,1,8,0,air_conditioner
714,714,162103-0-0-6.wav,162103,3,7,1,8,0,air_conditioner
715,715,162103-0-0-7.wav,162103,3.5,7.5,1,8,0,air_conditioner
716,716,162103-0-0-8.wav,162103,4,8,1,8,0,air_conditioner
717,717,162103-0-0-9.wav,162103,4.5,8.5,1,8,0,air_conditioner
718,718,170022-0-0-0.wav,170022,9.04285,13.04285,1,8,0,air_conditioner
